;class;family;key;kingdom;month;order;phylum;scientificname;taxonkey;year;direccion_territorial
649;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
650;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
651;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
652;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
653;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA PHYLLOBOLA SPRUCE;8126344;2001; ANDES OCCIDENTALES
654;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA PALLIDEVIRENS (STEPH.) FULFORD;8358682;2001; ANDES OCCIDENTALES
655;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA LONGISTIPULA (LINDENB.) TREVIS.;7837951;2001; ANDES OCCIDENTALES
656;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA LONGISTIPULA (LINDENB.) TREVIS.;7837951;2001; ANDES OCCIDENTALES
657;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA STOLONIFERA (SW.) TREVIS.;7615991;2001; ANDES OCCIDENTALES
658;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA STOLONIFERA (SW.) TREVIS.;7615991;2001; ANDES OCCIDENTALES
659;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA STOLONIFERA (SW.) TREVIS.;7615991;2001; ANDES OCCIDENTALES
660;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA TALEANA (GOTTSCHE) FULFORD;7543457;2001; ANDES OCCIDENTALES
661;BRYOPSIDA;POTTIACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;BARBULA INDICA SPRENGEL, 1824;5280393;2001; ANDES OCCIDENTALES
662;BRYOPSIDA;POLYTRICHACEAE;GUACHAROS;PLANTAE;11;POLYTRICHALES;BRYOPHYTA;ATRICHUM POLYCARPUM MITTEN, 1869;2682944;2001; ANDES OCCIDENTALES
663;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ARCHILEJEUNEA LUDOVICIANA (DE NOT.) P.GEISSLER & GRADST.;8372834;2001; ANDES OCCIDENTALES
664;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;APTYCHELLA PROLIGERA HERZOG, 1916;2680389;2001; ANDES OCCIDENTALES
665;ANTHOCEROTOPSIDA;ANTHOCEROTACEAE;GUACHAROS;PLANTAE;11;ANTHOCEROTALES;ANTHOCEROTOPHYTA;ANTHOCEROTACEAE;3106;2001; ANDES OCCIDENTALES
666;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS;2688860;2001; ANDES OCCIDENTALES
667;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS;2688860;2001; ANDES OCCIDENTALES
668;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;ACROPORIUM PUNGENS BROTHERUS, 1925;2680969;2001; ANDES OCCIDENTALES
669;JUNGERMANNIOPSIDA;TRICHOCOLEACEAE;GALERAS;PLANTAE;7;JUNGERMANNIALES;MARCHANTIOPHYTA;TRICHOCOLEACEAE;6127;1995; ANDES OCCIDENTALES
670;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;POLYPODIACEAE;2368;2003; ANDES OCCIDENTALES
671;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;2;POLYPODIALES;TRACHEOPHYTA;POLYPODIUM REMOTUM DESV.;8101929;2002; ANDES OCCIDENTALES
672;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;MELPOMENE A.R.SM. & R.C.MORAN;3229332;2003; ANDES OCCIDENTALES
673;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;POLYPODIACEAE;2368;2003; ANDES OCCIDENTALES
674;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;10;POLYPODIALES;TRACHEOPHYTA;POLYPODIACEAE;2368;2003; ANDES OCCIDENTALES
675;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;POLYPODIACEAE;2368;2003; ANDES OCCIDENTALES
676;MAGNOLIOPSIDA;HYPERICACEAE;PURACE;PLANTAE;2;MALPIGHIALES;TRACHEOPHYTA;HYPERICUM HUMBOLDTIANUM STEUD.;3711699;2002; ANDES OCCIDENTALES
677;AMPHIBIA;HYLIDAE;PURACE;ANIMALIA;4;ANURA;CHORDATA;HYLA PUGNAX SCHMIDT, 1857;2428833;2001; ANDES OCCIDENTALES
678;LYCOPODIOPSIDA;LYCOPODIACEAE;PURACE;PLANTAE;2;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;2003; ANDES OCCIDENTALES
679;LYCOPODIOPSIDA;LYCOPODIACEAE;PURACE;PLANTAE;10;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;2003; ANDES OCCIDENTALES
680;POLYPODIOPSIDA;DRYOPTERIDACEAE;PURACE;PLANTAE;2;POLYPODIALES;TRACHEOPHYTA;ELAPHOGLOSSUM MINUTUM (POHL) T.MOORE;8704582;2002; ANDES OCCIDENTALES
681;AMPHIBIA;MICROHYLIDAE;PURACE;ANIMALIA;4;ANURA;CHORDATA;ELACHISTOCLEIS OVALIS (SCHNEIDER, 1799);2421945;2001; ANDES OCCIDENTALES
682;POLYPODIOPSIDA;POLYPODIACEAE;PURACE;PLANTAE;2;POLYPODIALES;TRACHEOPHYTA;CAMPYLONEURUM LEUCORHIZON (KL.) FA©E;4024429;2002; ANDES OCCIDENTALES
683;MAGNOLIOPSIDA;ASTERACEAE;PURACE;PLANTAE;9;ASTERALES;TRACHEOPHYTA;BACCHARIS MACRANTHA SUBSP. CAUCAENSIS CUATREC.;4250060;2003; ANDES OCCIDENTALES
684;JUNGERMANNIOPSIDA;LEJEUNEACEAE;SIERRA NEVADA DE SANTA MARTA;PLANTAE;1;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA CARACENSIS (LINDENB.) STEPHANI;8249563;2010; CARIBE
685;BRYOPSIDA;POTTIACEAE;TAMA;PLANTAE;1;POTTIALES;BRYOPHYTA;SYNTRICHIA BOGOTENSIS MITTEN EX ZANDER, 1993;2671302;1995; ANDES NORORIENTALES
686;BRYOPSIDA;POTTIACEAE;TAMA;PLANTAE;1;POTTIALES;BRYOPHYTA;STREPTOPOGON LINDIGII HAMPE, 1851;2671865;1995; ANDES NORORIENTALES
687;BRYOPSIDA;METEORIACEAE;TAMA;PLANTAE;1;LEUCODONTALES;BRYOPHYTA;SQUAMIDIUM NIGRICANS BROTHERUS, 1906;2677764;1995; ANDES NORORIENTALES
688;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;SENECIO L.;3106738;1998; ANDES NORORIENTALES
689;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;SENECIO L.;3106738;1998; ANDES NORORIENTALES
690;LYCOPODIOPSIDA;SELAGINELLACEAE;TAMA;PLANTAE;1;SELAGINELLALES;TRACHEOPHYTA;SELAGINELLA P.BEAUV.;2688177;2001; ANDES NORORIENTALES
691;LYCOPODIOPSIDA;SELAGINELLACEAE;TAMA;PLANTAE;1;SELAGINELLALES;TRACHEOPHYTA;SELAGINELLACEAE;6724;2001; ANDES NORORIENTALES
692;BRYOPSIDA;LEMBOPHYLLACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;RIGODIUM TOXARION JAEGER, 1878;2676006;1995; ANDES NORORIENTALES
693;BRYOPSIDA;BRYACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;RHODOBRYUM PROCERUM (SCHIMP.) PARIS;7786179;1995; ANDES NORORIENTALES
694;BRYOPSIDA;BRYACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;RHODOBRYUM PROCERUM (SCHIMP.) PARIS;7786179;1995; ANDES NORORIENTALES
695;BRYOPSIDA;GRIMMIACEAE;TAMA;PLANTAE;1;GRIMMIALES;BRYOPHYTA;RACOMITRIUM CUCULLATIFOLIUM HAMPE, 1863;2674286;1995; ANDES NORORIENTALES
696;BRYOPSIDA;HYPNACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;PYLAISIELLA FALCATA (SCHIMP.) ANDO;8057508;1995; ANDES NORORIENTALES
697;BRYOPSIDA;HYLOCOMIACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;PLEUROZIUM SCHREBERI MITTEN, 1869;2679715;1995; ANDES NORORIENTALES
698;BRYOPSIDA;BRACHYTHECIACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923;2679818;1995; ANDES NORORIENTALES
699;BRYOPSIDA;METEORIACEAE;TAMA;PLANTAE;1;LEUCODONTALES;BRYOPHYTA;PILOTRICHELLA FLEXILIS A…NGSTRA¶M, 1876;2677818;1995; ANDES NORORIENTALES
700;AMPHIBIA;STRABOMANTIDAE;TAMA;ANIMALIA;3;ANURA;CHORDATA;PHRYNOPUS NANUS (GOIN & COCHRAN, 1963);2425874;1999; ANDES NORORIENTALES
701;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;PENTACALIA PULCHELLA (KUNTH) CUATREC.;3111507;1997; ANDES NORORIENTALES
702;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;PENTACALIA PULCHELLA (KUNTH) CUATREC.;3111507;1997; ANDES NORORIENTALES
703;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;PENTACALIA CASS.;8368631;2002; ANDES NORORIENTALES
704;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;OLIGACTIS VOLUBILIS CASS.;5393250;1997; ANDES NORORIENTALES
705;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;MUNNOZIA SENECIONIDIS BENTH.;3099401;1997; ANDES NORORIENTALES
706;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;MUNNOZIA SENECIONIDIS BENTH.;3099401;1997; ANDES NORORIENTALES
707;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;MUNNOZIA SENECIONIDIS BENTH.;3099401;1997; ANDES NORORIENTALES
708;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;MUTISIA CLEMATIS L.F.;3144168;1997; ANDES NORORIENTALES
709;MARCHANTIOPSIDA;MARCHANTIACEAE;TAMA;PLANTAE;4;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIA CHENOPODA L.;7371533;2005; ANDES NORORIENTALES
710;LYCOPODIOPSIDA;LYCOPODIACEAE;TAMA;PLANTAE;7;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIUM CLAVATUM L.;2688393;1997; ANDES NORORIENTALES
711;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;LOURTEIGIA BALLOTIFOLIA (KUNTH) R.M.KING & H.ROB.;3087492;1997; ANDES NORORIENTALES
712;BRYOPSIDA;LEUCOBRYACEAE;TAMA;PLANTAE;1;DICRANALES;BRYOPHYTA;LEUCOBRYACEAE;3230064;2001; ANDES NORORIENTALES
713;BRYOPSIDA;LEPYRODONTACEAE;TAMA;PLANTAE;1;ISOBRYALES;BRYOPHYTA;LEPYRODON TOMENTOSUS MITTEN, 1869;2678803;1995; ANDES NORORIENTALES
714;BRYOPSIDA;POTTIACEAE;TAMA;PLANTAE;1;POTTIALES;BRYOPHYTA;LEPTODONTIUM LUTEUM MITTEN, 1869;5280691;1995; ANDES NORORIENTALES
715;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;TAMA;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPIDOZIACEAE;2280;1995; ANDES NORORIENTALES
716;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;HYPOCHAERIS L.;3093681;2002; ANDES NORORIENTALES
717;AMPHIBIA;HYLIDAE;TAMA;ANIMALIA;3;ANURA;CHORDATA;HYLA LYNCHI RUIZ-CARRANZA & ARDILA-ROBAYO, 1991;2428304;1999; ANDES NORORIENTALES
718;BRYOPSIDA;HYPNACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;HYGROHYPNUM PELICHUCENSE R.S.WILLIAMS;7577740;1995; ANDES NORORIENTALES
719;BRYOPSIDA;HOOKERIACEAE;TAMA;PLANTAE;1;HOOKERIALES;BRYOPHYTA;HOOKERIA ACUTIFOLIA W.J.HOOKER & GREVILLE, 1825;5280016;1995; ANDES NORORIENTALES
720;LYCOPODIOPSIDA;LYCOPODIACEAE;TAMA;PLANTAE;9;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;1999; ANDES NORORIENTALES
721;LYCOPODIOPSIDA;LYCOPODIACEAE;TAMA;PLANTAE;11;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;1998; ANDES NORORIENTALES
722;BRYOPSIDA;HEDWIGIACEAE;TAMA;PLANTAE;1;LEUCODONTALES;BRYOPHYTA;HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939;2678728;1995; ANDES NORORIENTALES
723;BRYOPSIDA;GRIMMIACEAE;TAMA;PLANTAE;1;GRIMMIALES;BRYOPHYTA;GRIMMIA LONGIROSTRIS W.J.HOOKER, 1818;5281737;1995; ANDES NORORIENTALES
724;MAGNOLIOPSIDA;RUBIACEAE;TAMA;PLANTAE;7;GENTIANALES;TRACHEOPHYTA;GALIUM MEXICANUM KUNTH;2914829;2002; ANDES NORORIENTALES
725;MAGNOLIOPSIDA;CONVOLVULACEAE;TAMA;PLANTAE;7;SOLANALES;TRACHEOPHYTA;EVOLVULUS BOGOTENSIS OOSTSTR.;3678625;2002; ANDES NORORIENTALES
726;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA CONGESTIFLORA CUATREC.;3105110;1997; ANDES NORORIENTALES
727;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA INCANA CUATREC.;3105086;1997; ANDES NORORIENTALES
728;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA INCANA CUATREC.;3105086;1997; ANDES NORORIENTALES
729;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA MURILLOI CUATREC. & CUATREC.;3105074;1998; ANDES NORORIENTALES
730;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA MURILLOI CUATREC. & CUATREC.;3105074;1997; ANDES NORORIENTALES
731;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA MUISKA CUATREC.;3139317;1997; ANDES NORORIENTALES
732;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA MURILLOI CUATREC. & CUATREC.;3105074;1997; ANDES NORORIENTALES
733;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA PLEIOCHASIA CUATREC.;3139333;1997; ANDES NORORIENTALES
734;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.;3139332;1997; ANDES NORORIENTALES
735;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.;3139332;1997; ANDES NORORIENTALES
736;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS MUISKA (CUATREC.) CUATREC.;3139316;1997; ANDES NORORIENTALES
737;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.;3139332;1997; ANDES NORORIENTALES
738;BRYOPSIDA;FUNARIACEAE;TAMA;PLANTAE;1;FUNARIALES;BRYOPHYTA;ENTOSTHODON BONPLANDII MITTEN, 1869;2674071;1995; ANDES NORORIENTALES
739;BRYOPSIDA;ENTODONTACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;ENTODON JAMESONII MITTEN, 1869;5283837;1995; ANDES NORORIENTALES
740;MAGNOLIOPSIDA;APOCYNACEAE;TAMA;PLANTAE;7;GENTIANALES;TRACHEOPHYTA;DITASSA LONGILOBA BENTH.;3580166;2002; ANDES NORORIENTALES
741;MAGNOLIOPSIDA;FABACEAE;TAMA;PLANTAE;7;FABALES;TRACHEOPHYTA;DALEA COERULEA SCHINZ & THELL.;5353378;2002; ANDES NORORIENTALES
742;BRYOPSIDA;CRYPHAEACEAE;TAMA;PLANTAE;1;LEUCODONTALES;BRYOPHYTA;CRYPHAEA FASCICULOSA MITT.;8108448;1995; ANDES NORORIENTALES
743;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;12;ASTERALES;TRACHEOPHYTA;CONDYLOPODIUM HYALINIFOLIUM S.DA­AZ & G.P.MA©NDEZ;3110313;1998; ANDES NORORIENTALES
744;AVES;PIPRIDAE;TAMA;ANIMALIA;9;PASSERIFORMES;CHORDATA;CORAPIPO LEUCORRHOA (P.L.SCLATER, 1863);2487777;1999; ANDES NORORIENTALES
745;AMPHIBIA;DENDROBATIDAE;TAMA;ANIMALIA;3;ANURA;CHORDATA;COLOSTETHUS SUBPUNCTATUS (COPE, 1899);2429182;1999; ANDES NORORIENTALES
746;AMPHIBIA;DENDROBATIDAE;TAMA;ANIMALIA;3;ANURA;CHORDATA;COLOSTETHUS SUBPUNCTATUS (COPE, 1899);2429182;1999; ANDES NORORIENTALES
747;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;CHROMOLAENA DC.;7824453;2002; ANDES NORORIENTALES
748;MAGNOLIOPSIDA;AMARANTHACEAE;TAMA;PLANTAE;9;CARYOPHYLLALES;TRACHEOPHYTA;CHENOPODIUM QUINOA WILLD.;3083935;2004; ANDES NORORIENTALES
749;BRYOPSIDA;HYPNACEAE;TAMA;PLANTAE;1;HYPNALES;BRYOPHYTA;CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897;2682677;1995; ANDES NORORIENTALES
750;BRYOPSIDA;DICRANACEAE;TAMA;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;1995; ANDES NORORIENTALES
751;BRYOPSIDA;DICRANACEAE;TAMA;PLANTAE;1;DICRANALES;BRYOPHYTA;CAMPYLOPUS JAMESONII JAEGER, 1872;5281874;1995; ANDES NORORIENTALES
752;BRYOPSIDA;BRYACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;BRYUM ANDICOLA HOOK.;4280187;1995; ANDES NORORIENTALES
753;BRYOPSIDA;BRYACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;BRYUM ANDICOLA HOOK.;4280187;1995; ANDES NORORIENTALES
754;BRYOPSIDA;BRYACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;BRYUM CAPILLARE HEDW.;7259189;1995; ANDES NORORIENTALES
755;BRYOPSIDA;BARTRAMIACEAE;TAMA;PLANTAE;6;BRYALES;BRYOPHYTA;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;2673139;1995; ANDES NORORIENTALES
756;BRYOPSIDA;POTTIACEAE;TAMA;PLANTAE;1;POTTIALES;BRYOPHYTA;BRYOERYTHROPHYLLUM JAMESONII H.CRUM, 1957;2670506;1995; ANDES NORORIENTALES
757;BRYOPSIDA;POTTIACEAE;TAMA;PLANTAE;1;POTTIALES;BRYOPHYTA;BRYOERYTHROPHYLLUM CAMPYLOCARPUM H.CRUM, 1957;2670513;1995; ANDES NORORIENTALES
758;BRYOPSIDA;BARTRAMIACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;BREUTELIA INCLINATA JAEGER, 1875;2676346;1995; ANDES NORORIENTALES
759;BRYOPSIDA;BARTRAMIACEAE;TAMA;PLANTAE;1;BRYALES;BRYOPHYTA;BREUTELIA INCLINATA JAEGER, 1875;2676346;1995; ANDES NORORIENTALES
760;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;BIDENS L.;3105856;2002; ANDES NORORIENTALES
761;BRYOPSIDA;DICRANACEAE;TAMA;PLANTAE;1;DICRANALES;BRYOPHYTA;CAMPYLOPUS CHRYSODICTYON (HAMPE) MITT.;8043779;1995; ANDES NORORIENTALES
762;JUNGERMANNIOPSIDA;ANEURACEAE;TAMA;PLANTAE;6;METZGERIALES;MARCHANTIOPHYTA;ANEURACEAE;6125;1995; ANDES NORORIENTALES
763;JUNGERMANNIOPSIDA;ANEURACEAE;TAMA;PLANTAE;6;METZGERIALES;MARCHANTIOPHYTA;ANEURACEAE;6125;1995; ANDES NORORIENTALES
764;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;AGERATINA SPACH;7362949;1997; ANDES NORORIENTALES
765;MAGNOLIOPSIDA;ASTERACEAE;TAMA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;AGERATINA SPACH;7362949;1997; ANDES NORORIENTALES
766;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;1;ASTERALES;TRACHEOPHYTA;SENECIO NIVEOAUREUS CUATREC.;3108482;1998; ANDES NORORIENTALES
767;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;12;ASTERALES;TRACHEOPHYTA;SENECIO L.;3106738;1998; ANDES NORORIENTALES
768;LYCOPODIOPSIDA;LYCOPODIACEAE;COCUY;PLANTAE;10;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIUM CLAVATUM L.;2688393;1996; ANDES NORORIENTALES
769;MAGNOLIOPSIDA;FABACEAE;COCUY;PLANTAE;10;FABALES;TRACHEOPHYTA;LUPINUS INTERRUPTUS BENTH.;2964144;1996; ANDES NORORIENTALES
770;LILIOPSIDA;POACEAE;COCUY;PLANTAE;2;POALES;TRACHEOPHYTA;JARAVA ICHU RUIZ & PAV.;5678417;2004; ANDES NORORIENTALES
771;LYCOPODIOPSIDA;LYCOPODIACEAE;COCUY;PLANTAE;10;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA HIPPURIDEA (H.CHRIST) HOLUB;2688547;1996; ANDES NORORIENTALES
772;MAGNOLIOPSIDA;GENTIANACEAE;COCUY;PLANTAE;10;GENTIANALES;TRACHEOPHYTA;HALENIA BORKH.;3169876;1996; ANDES NORORIENTALES
773;LILIOPSIDA;POACEAE;COCUY;PLANTAE;2;POALES;TRACHEOPHYTA;FESTUCA CLEEFIANA E.B.ALEXEEV;4126308;2004; ANDES NORORIENTALES
774;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA JIMENEZ-QUESADAE CUATREC.;3139340;1997; ANDES NORORIENTALES
775;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA LOPEZII CUATREC.;3105109;1997; ANDES NORORIENTALES
776;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA MUISKA CUATREC.;3139317;1997; ANDES NORORIENTALES
777;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIA LOPEZII CUATREC.;3105109;1997; ANDES NORORIENTALES
778;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.;3139302;1997; ANDES NORORIENTALES
779;MAGNOLIOPSIDA;ASTERACEAE;COCUY;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.;3139302;1997; ANDES NORORIENTALES
780;MAGNOLIOPSIDA;EHRETIACEAE;COCUY;PLANTAE;10;BORAGINALES;TRACHEOPHYTA;CORDIA L.;2900865;1996; ANDES NORORIENTALES
781;MAGNOLIOPSIDA;EHRETIACEAE;COCUY;PLANTAE;10;BORAGINALES;TRACHEOPHYTA;CORDIA L.;2900865;1996; ANDES NORORIENTALES
782;LILIOPSIDA;POACEAE;COCUY;PLANTAE;2;POALES;TRACHEOPHYTA;CALAMAGROSTIS EFFUSA STEUD.;4108700;2004; ANDES NORORIENTALES
