kingdom;phylum;class;order;family;scientificname;locality;taxonkey;1995.0;1996.0;1997.0;1998.0;1999.0;2000.0;2001.0;2002.0;2003.0;2004.0;2005.0;2006.0;2007.0;2008.0;2009.0;2013.0;2014.0;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
ANIMALIA;CHORDATA;MAMMALIA;RODENTIA;CRICETIDAE;SIGMODON HISPIDUS SAY & ORD, 1825;SIERRA NEVADA DE SANTA MARTA;2438147;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;135;166;72;158;223;237;452;0;689;718;532;492;453;279;325;270;373;54
ANIMALIA;CHORDATA;MAMMALIA;RODENTIA;HETEROMYIDAE;HETEROMYS ANOMALUS (THOMPSON, 1815);SIERRA NEVADA DE SANTA MARTA;2439570;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;135;166;72;158;223;237;452;0;689;718;532;492;453;279;325;270;373;54
ANIMALIA;MOLLUSCA;POLYPLACOPHORA;CHITONIDA;CHITONIDAE;CHITON TUBERCULATUS LINNAEUS, 1758;TAYRONA;2306174;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1937;62191;73725;46753;34977;37307;82345;82514;108402;92193;91001;161157;208712;211000;228513;238332;242943;293525;304575;126629
PLANTAE;ANTHOCEROTOPHYTA;ANTHOCEROTOPSIDA;ANTHOCEROTALES;ANTHOCEROTACEAE;ANTHOCEROTACEAE;GUACHAROS;3106;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;590;242;47;576;273;326;163;360;341;373;378;334;515;698;470;710;668;829;389
PLANTAE;ANTHOCEROTOPHYTA;ANTHOCEROTOPSIDA;ANTHOCEROTALES;ANTHOCEROTACEAE;ANTHOCEROTACEAE;IGUAQUE;3106;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;ANDREAEOPSIDA;ANDREAEALES;ANDREAEACEAE;ANDREAEA HEDW.;IGUAQUE;2673379;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BARTRAMIA ANGUSTIFOLIA MITTEN, 1869;GALERAS;5282500;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;1555;1255;2087;3469;2210;3564;2020;0;0;0;0;39;107;113;75;195;53
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BARTRAMIA BREVIFOLIA BRIDEL, 1827;GALERAS;5282494;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;1555;1255;2087;3469;2210;3564;2020;0;0;0;0;39;107;113;75;195;53
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BARTRAMIA POTOSICA MONTAGNE, 1838;SUMAPAZ;5282457;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100;690;403;825;662;740;162;0;0;0;0;0;0;141;0;41;218;145;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;IGUAQUE;2673139;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;SUMAPAZ;2673139;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;100;690;403;825;662;740;162;0;0;0;0;0;0;141;0;41;218;145;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;TAMA;2673139;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1047;270;518;178;250;171;47;0;0;0;0;0;0;0;3;12;0;0;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA AUSTRO-ARCUATA PARIS, 1894;CHINGAZA;2676383;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;346;2168;3365;3349;1600;1617;1844;589;1239;2891;3427;4328;4806;6986;11561;8508;9487;13801;15081;4462
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA INCLINATA JAEGER, 1875;TAMA;2676346;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1047;270;518;178;250;171;47;0;0;0;0;0;0;0;3;12;0;0;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA POLYGASTRICA BROTHERUS, 1904;CHINGAZA;2676352;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;346;2168;3365;3349;1600;1617;1844;589;1239;2891;3427;4328;4806;6986;11561;8508;9487;13801;15081;4462
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872;IGUAQUE;2676382;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA SUBDISTICHA JAEGER, 1875;IGUAQUE;2676368;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;BREUTELIA TRIANAE JAEGER, 1875;CHINGAZA;2676358;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;346;2168;3365;3349;1600;1617;1844;589;1239;2891;3427;4328;4806;6986;11561;8508;9487;13801;15081;4462
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;LEIOMELA BARTRAMIOIDES PARIS, 1905;GUACHAROS;2676314;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;590;242;47;576;273;326;163;360;341;373;378;334;515;698;470;710;668;829;389
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;PHILONOTIS ANDINA JAEGER, 1875;GALERAS;2676134;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;1555;1255;2087;3469;2210;3564;2020;0;0;0;0;39;107;113;75;195;53
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;PHILONOTIS ELONGATA H.CRUM & STEERE, 1956;IGUAQUE;2676075;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;GUACHAROS;2676119;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1000;590;242;47;576;273;326;163;360;341;373;378;334;515;698;470;710;668;829;389
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;PHILONOTIS UNCINATA BRIDEL, 1827;GUACHAROS;2676140;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;590;242;47;576;273;326;163;360;341;373;378;334;515;698;470;710;668;829;389
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BARTRAMIACEAE;PHILONOTIS UNCINATA BRIDEL, 1827;IGUAQUE;2676140;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYACEAE;IGUAQUE;8736;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM ANDICOLA HOOK.;IGUAQUE;4280187;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM ANDICOLA HOOK.;TAMA;4280187;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1047;270;518;178;250;171;47;0;0;0;0;0;0;0;3;12;0;0;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM ARGENTEUM HEDWIG, 1801;GALERAS;2676667;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;1555;1255;2087;3469;2210;3564;2020;0;0;0;0;39;107;113;75;195;53
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM CAPILLARE HEDW.;TAMA;7259189;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1047;270;518;178;250;171;47;0;0;0;0;0;0;0;3;12;0;0;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM ELLIPSIFOLIUM MA¼LL.HAL.;SUMAPAZ;9083634;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100;690;403;825;662;740;162;0;0;0;0;0;0;141;0;41;218;145;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;BRYUM HEDW.;IGUAQUE;2676502;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;ORTHODONTIUM PELLUCENS (HOOK.) BRUCH & SCHIMP.;GUACHAROS;7761611;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;590;242;47;576;273;326;163;360;341;373;378;334;515;698;470;710;668;829;389
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;POHLIA HEDW.;IGUAQUE;2673641;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;POHLIA LEPTODONTIUM BROTHERUS, 1903;IGUAQUE;5282614;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;POHLIA RICHARDSII A.J.SHAW, 1982;IGUAQUE;5282558;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;RHODOBRYUM PROCERUM (SCHIMP.) PARIS;TAMA;7786179;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1047;270;518;178;250;171;47;0;0;0;0;0;0;0;3;12;0;0;0;0
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;SCHIZYMENIUM ANDINUM A.J.SHAW, 1985;IGUAQUE;2677085;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;SCHIZYMENIUM GRACILISETUM A.J.SHAW, 1985;IGUAQUE;2677074;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
PLANTAE;BRYOPHYTA;BRYOPSIDA;BRYALES;BRYACEAE;SCHIZYMENIUM LINDIGII A.J.SHAW, 1985;IGUAQUE;2677112;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3985;5113;6488;5957;5083;5992;6828;5160;6716;6524;6195;5078;4246;4696;5263;5235;4654;6742;5469;2608
