,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
267,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"DICRANELLA HILARIANA MITTEN, 1869",5282158,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
268,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,DICRANACEAE,4635,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
269,JUNGERMANNIOPSIDA,LEJEUNEACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,PORELLALES,MARCHANTIOPHYTA,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,2688771,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
270,JUNGERMANNIOPSIDA,JUNGERMANNIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,JUNGERMANNIALES,MARCHANTIOPHYTA,CRYPTOCHILA GRANDIFLORA (LINDENB. & GOTTSCHE) GROLLE,7566810,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
271,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ASTERALES,TRACHEOPHYTA,CONYZA LESS.,7821792,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
272,MAGNOLIOPSIDA,GESNERIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LAMIALES,TRACHEOPHYTA,COLUMNEA STRIGOSA BENTH.,5592044,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
273,MAGNOLIOPSIDA,CLUSIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,MALPIGHIALES,TRACHEOPHYTA,CLUSIA SESSILIS KLOTZSCH EX ENGL.,7897691,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
274,MAGNOLIOPSIDA,CLUSIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,MALPIGHIALES,TRACHEOPHYTA,CLUSIA L.,3189424,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
275,MAGNOLIOPSIDA,CLUSIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,MALPIGHIALES,TRACHEOPHYTA,CLUSIA L.,3189424,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
276,LILIOPSIDA,POACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,POALES,TRACHEOPHYTA,CHUSQUEA KUNTH,2706422,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
277,MAGNOLIOPSIDA,CLETHRACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ERICALES,TRACHEOPHYTA,CLETHRA FAGIFOLIA KUNTH,7330819,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
278,MAGNOLIOPSIDA,CLETHRACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,ERICALES,TRACHEOPHYTA,CLETHRA L.,2888321,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
279,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ASTERALES,TRACHEOPHYTA,CHROMOLAENA DC.,7824453,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
280,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,CHIOCOCCA ALBA HITCHC.,2907406,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
281,MAGNOLIOPSIDA,SOLANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,SOLANALES,TRACHEOPHYTA,CESTRUM L.,2928784,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
282,MAGNOLIOPSIDA,SOLANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,SOLANALES,TRACHEOPHYTA,CESTRUM L.,2928784,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
283,MAGNOLIOPSIDA,SOLANACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,SOLANALES,TRACHEOPHYTA,CESTRUM L.,2928784,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
284,MAGNOLIOPSIDA,CAMPANULACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.,5412427,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
285,MAGNOLIOPSIDA,CAMPANULACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,CENTROPOGON FERRUGINEUS GLEASON,5412772,2003.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
286,MAGNOLIOPSIDA,CAMPANULACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.,5412427,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
287,MAGNOLIOPSIDA,CAMPANULACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ASTERALES,TRACHEOPHYTA,CENTROPOGON C.PRESL,7815589,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
288,MAGNOLIOPSIDA,SOLANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,SOLANALES,TRACHEOPHYTA,CESTRUM HUMBOLDTII FRANCEY,7300102,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
289,MAGNOLIOPSIDA,SOLANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,SOLANALES,TRACHEOPHYTA,CESTRUM HUMBOLDTII FRANCEY,7300102,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
290,BRYOPSIDA,CATAGONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,HYPNALES,BRYOPHYTA,CATAGONIACEAE,4907346,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
291,MAGNOLIOPSIDA,MELASTOMATACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,MYRTALES,TRACHEOPHYTA,CASTRATELLA PILOSELLOIDES NAUDIN,3858405,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
292,BRYOPSIDA,HYPNACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
293,BRYOPSIDA,HYPNACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
294,BRYOPSIDA,HYPNACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
295,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,CAREX L.,2721893,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
296,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,CAREX L.,2721893,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
297,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
298,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
299,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
300,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
301,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
302,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
303,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
304,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
305,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
306,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
307,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
308,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
309,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
310,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
311,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
312,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
313,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
314,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
315,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
316,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901",5281892,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
317,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901",5281892,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
318,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS DENSICOMA PARIS, 1900",5281933,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
319,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS FLEXUOSUS BRIDEL, 1819",5281845,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
320,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS DENSICOMA PARIS, 1900",5281933,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
321,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
322,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
323,BRYOPSIDA,DICRANACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
324,BRYOPSIDA,CALYMPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POTTIALES,BRYOPHYTA,CALYMPERACEAE,4670,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
325,LILIOPSIDA,POACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,POALES,TRACHEOPHYTA,CALAMAGROSTIS EFFUSA STEUD.,4108700,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
326,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,ASTERALES,TRACHEOPHYTA,CALEA PERUVIANA BENTH. EX S.F.BLAKE,3147557,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
327,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
328,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,11.0,BRYALES,BRYOPHYTA,BRYUM HEDW.,2676502,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
329,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,BRYALES,BRYOPHYTA,BRYUM HEDW.,2676502,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
330,MAGNOLIOPSIDA,MELASTOMATACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,MYRTALES,TRACHEOPHYTA,BUCQUETIA GLUTINOSA DC.,3861440,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
331,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
332,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872",2676382,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
333,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,BRYALES,BRYOPHYTA,BRYACEAE,8736,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
334,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872",2676382,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
335,MAGNOLIOPSIDA,BRUNELLIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,OXALIDALES,TRACHEOPHYTA,BRUNELLIA RUIZ & PAV.,2986074,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
336,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"BREUTELIA SUBDISTICHA JAEGER, 1875",2676368,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
337,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"BREUTELIA SUBDISTICHA JAEGER, 1875",2676368,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
338,JUNGERMANNIOPSIDA,LEJEUNEACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,PORELLALES,MARCHANTIOPHYTA,BRACHIOLEJEUNEA LAXIFOLIA (TAYLOR) SCHIFFN.,5286332,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
339,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"BRACHYTHECIUM CONOSTOMUM JAEGER, 1878",2680030,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
340,POLYPODIOPSIDA,BLECHNACEAE,IGUAQUE,PLANTAE,IGUAQUE,1.0,POLYPODIALES,TRACHEOPHYTA,BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER,2651526,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
341,POLYPODIOPSIDA,BLECHNACEAE,IGUAQUE,PLANTAE,IGUAQUE,1.0,POLYPODIALES,TRACHEOPHYTA,BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER,2651526,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
342,POLYPODIOPSIDA,BLECHNACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,POLYPODIALES,TRACHEOPHYTA,BLECHNUM CORDATUM (DESV.) HIERON.,4078566,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
343,MAGNOLIOPSIDA,BERBERIDACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,RANUNCULALES,TRACHEOPHYTA,BERBERIS L.,3033893,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
344,MAGNOLIOPSIDA,BEGONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,CUCURBITALES,TRACHEOPHYTA,BEGONIA FERRUGINEA L.F.,8387392,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
345,MAGNOLIOPSIDA,BEGONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,CUCURBITALES,TRACHEOPHYTA,BEGONIA FERRUGINEA L.F.,8387392,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
346,MAGNOLIOPSIDA,BEGONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,CUCURBITALES,TRACHEOPHYTA,BEGONIA FERRUGINEA L.F.,8387392,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
