,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,adultos_excentos_no_residentes_2011,adultos_excentos_no_residentes_2012,adultos_excentos_no_residentes_2013,adultos_excentos_no_residentes_2014,adultos_nacionales_2011,adultos_nacionales_2012,adultos_nacionales_2013,adultos_nacionales_2014,adultos_residentes_2011,adultos_residentes_2012,adultos_residentes_2013,adultos_residentes_2014,direccion_territorial,extranjeros_2011,extranjeros_2012,extranjeros_2013,extranjeros_2014,extranjeros_residentes_2011,extranjeros_residentes_2012,extranjeros_residentes_2013,extranjeros_residentes_2014,mes,ninos_excentos_no_residentes_2011,ninos_excentos_no_residentes_2012,ninos_excentos_no_residentes_2013,ninos_excentos_no_residentes_2014,ninos_residentes_2011,ninos_residentes_2012,ninos_residentes_2013,ninos_residentes_2014,ninos_y_estudiantes_2011,ninos_y_estudiantes_2012,ninos_y_estudiantes_2013,ninos_y_estudiantes_2014,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
6065,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6066,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0
6067,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0
6068,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,1,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2
6069,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,1,1,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1
6070,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0
6071,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,1,0,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2
6072,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,1,1,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2
6073,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,0
6074,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,1,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0
6075,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,1,1,1,0,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,2,2,0
6076,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,1,1,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6077,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6078,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0
6079,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0
6080,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,1,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2
6081,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,1,1,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1
6082,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0
6083,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0,1,0,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2
6084,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,1,1,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2
6085,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,0
6086,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,1,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0
6087,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,0,1,1,1,0,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,2,2,0
6088,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,1,1,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6089,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6090,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0
6091,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0
6092,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,1,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2
6093,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,1,1,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1
6094,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0
6095,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0,1,0,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2
6096,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,1,1,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2
6097,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,0
6098,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,1,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0
6099,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,0,1,1,1,0,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,2,2,0
6100,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,1,1,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6101,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6102,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0
6103,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0
6104,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,1,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2
6105,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,1,1,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1
6106,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0
6107,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0,1,0,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2
6108,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,1,1,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2
6109,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,0
6110,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,1,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0
6111,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,1,1,1,0,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,2,2,0
6112,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,1,1,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6113,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6114,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0
6115,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0
6116,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,1,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2
6117,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,1,1,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1
6118,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0
6119,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,1,0,0,1,1,1,1,1,0,0,1,0, ANDES OCCIDENTALES,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,2,2
6120,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,1,1,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2
6121,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,0
6122,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,1,0,1,1,1,1,1,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0
6123,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,0,0,0,1,1,1,0,1,0,0,0,0, ANDES OCCIDENTALES,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,2,2,0
6124,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,1,1,0,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
6125,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0,1,0,1,0,1,1,1,0,0,0,0,0, ANDES OCCIDENTALES,0,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,2,2,0
