,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,adultos_excentos_no_residentes_2011,adultos_excentos_no_residentes_2012,adultos_excentos_no_residentes_2013,adultos_excentos_no_residentes_2014,adultos_nacionales_2011,adultos_nacionales_2012,adultos_nacionales_2013,adultos_nacionales_2014,adultos_residentes_2011,adultos_residentes_2012,adultos_residentes_2013,adultos_residentes_2014,direccion_territorial,extranjeros_2011,extranjeros_2012,extranjeros_2013,extranjeros_2014,extranjeros_residentes_2011,extranjeros_residentes_2012,extranjeros_residentes_2013,extranjeros_residentes_2014,mes,ninos_excentos_no_residentes_2011,ninos_excentos_no_residentes_2012,ninos_excentos_no_residentes_2013,ninos_excentos_no_residentes_2014,ninos_residentes_2011,ninos_residentes_2012,ninos_residentes_2013,ninos_residentes_2014,ninos_y_estudiantes_2011,ninos_y_estudiantes_2012,ninos_y_estudiantes_2013,ninos_y_estudiantes_2014,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
0,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
1,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
2,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
3,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
4,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
5,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
6,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
7,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
8,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
9,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
10,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
11,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ZYGODON REINWARDTII A.BRAUN, 1838",5281044,2001.0,0,1,0,1,1,2,1,1,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,3,2,0
12,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
13,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
14,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
15,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
16,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
17,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
18,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
19,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
20,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
21,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
22,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
23,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA TEQUENDAMAE (ANDRA©) L.B.SM.,5288981,2002.0,0,1,0,1,1,2,1,1,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,3,2,0
24,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
25,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
26,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
27,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
28,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
29,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
30,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
31,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
32,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
33,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
34,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
35,MAGNOLIOPSIDA,CUNONIACEAE,IGUAQUE,PLANTAE,IGUAQUE,5.0,OXALIDALES,TRACHEOPHYTA,WEINMANNIA L.,3032536,2003.0,0,1,0,1,1,2,1,1,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,3,2,0
36,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
37,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
38,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
39,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
40,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
41,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
42,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
43,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
44,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
45,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
46,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
47,LILIOPSIDA,BROMELIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,VRIESEA FRAGRANS (ANDRA©) L.B.SM.,5287810,2002.0,0,1,0,1,1,2,1,1,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,3,2,0
48,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
49,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
50,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
51,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
52,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
53,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
54,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
55,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
56,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
57,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
58,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
59,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA HAMATA (SW.) URB.,5291985,2002.0,0,1,0,1,1,2,1,1,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,3,2,0
60,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,0,7,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,0
61,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,1,0,1,2,1,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,9,0,0,2,0,0,0,1,0,2,2,1,0,3,3,2,3,2,0
62,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,0,1,2,2,1,2,0,1,1,0, ANDES NORORIENTALES,2,1,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,2,2,2,2,3,3,2,2,2,0
63,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,0,2,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,10,0,0,1,0,0,0,1,0,2,2,2,0,0,0,3,3,3,0
64,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,0,0,1,2,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,4,0,1,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3
65,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,0,1,1,1,1,2,0,1,0,1, ANDES NORORIENTALES,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,3,1,2
66,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,1,1,2,2,2,2,0,1,0,0, ANDES NORORIENTALES,1,1,1,1,1,1,0,1,6,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0
67,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,1,1,2,1,2,2,2,3,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,3,3,3,3,3,3
68,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,0,1,0,1,2,2,0,0,0,1,0, ANDES NORORIENTALES,1,1,1,0,1,0,0,0,11,0,0,1,0,0,0,0,0,2,2,2,0,3,3,2,3,3,0
69,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,1,0,2,2,2,0,0,1,1,0, ANDES NORORIENTALES,1,1,1,0,1,1,0,0,12,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,3,3,0
70,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,UNCINIA PERS.,2717987,2002.0,0,1,1,1,1,2,2,2,0,1,0,1, ANDES NORORIENTALES,1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
